FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
771,1,771,1,0,0,1,2013,26057,1000231.533,178238.1616,EAST 38 STREET,CLARKSON AVENUE
772,1,772,1,1,0,0,2013,40305,1058940.472,191487.1601,LINDEN BOULEVARD,231 STREET
773,1,773,1,1,0,0,2013,36403,1043987.395,184019.8197,132 AVENUE,ROCKAWAY BOULEVARD
774,1,774,1,1,0,0,2013,46924,1019192.124,214333.7085,94 STREET,34 AVENUE
775,1,775,1,1,0,0,2013,49787,1020176.249,206536.0604,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
776,1,776,1,0,0,1,2013,12658,981697.5678,159954.6588,BAY 14 STREET,BATH AVENUE
777,1,777,1,1,0,0,2013,22810,994386.6231,215306.5245,1 AVENUE,EAST 56 STREET
778,1,778,1,1,0,0,2013,14637,984228.9042,184718.6273,HAMILTON AVENUE,COURT STREET
779,1,779,1,1,0,0,2013,55286,1038298.726,206423.6948,164 STREET,69 AVENUE
780,1,780,1,1,0,0,2013,23735,998160.1195,227234.4826,EAST 102 STREET,PARK AVENUE
781,1,781,1,1,0,0,2013,62895,1060163.583,210256.4332,76 AVENUE,COMMONWEALTH BOULEVARD
782,1,782,1,1,0,0,2013,17403,993472.7666,162286.1171,AVENUE O,EAST 7 STREET
783,1,783,1,0,0,1,2013,53347,1020871.907,251395.1685,WHITE PLAINS ROAD,PELHAM PARKWAY SOUTH
784,1,784,1,1,0,0,2013,17834,999979.7517,168345.0518,FLATBUSH AVENUE,EAST 34 STREET
785,1,785,1,1,0,0,2013,26588,1008576.417,177607.4969,LINDEN BOULEVARD,ROCKAWAY PARKWAY
786,1,786,1,0,1,0,2013,41235,1009912.957,204231.8721,MAURICE AVENUE,BORDEN AVENUE
787,1,787,1,0,1,0,2013,12795,984648.8017,158611.5939,BAY 26 STREET,BENSON AVENUE
788,1,788,1,0,0,1,2013,15968,988539.8011,192861.2751,FLATBUSH AVENUE EXTENSION,TILLARY STREET
789,1,789,1,1,0,0,2013,22528,990305.8179,217267.7148,WEST 55 STREET,AVENUE OF THE AMERICAS
790,1,790,1,0,0,1,2013,40231,1057273.569,193668.1629,115 ROAD,222 STREET
791,1,791,1,1,0,0,2013,45459,1013172.678,205142.7331,69 STREET,53 DRIVE
792,1,792,1,1,0,0,2013,22798,994133.5068,214848.8975,1 AVENUE,EAST 54 STREET
793,1,793,1,1,0,0,2013,21442,988268.8305,211484.7214,5 AVENUE,WEST 32 STREET
794,1,794,1,1,0,0,2013,46295,1011619.456,213959.021,NORTHERN BOULEVARD,61 STREET
795,1,795,1,1,0,0,2013,8237,957627.8462,156411.9526,NEWBERRY AVENUE,RICHMOND ROAD
796,1,796,1,1,0,0,2013,49826,1020950.85,209517.5502,50 AVENUE,JUNCTION BOULEVARD
797,1,797,1,0,0,1,2013,16595,993700.4142,153295.6236,OCEAN PARKWAY,BRIGHTON COURT
798,1,798,1,1,0,0,2013,48219,1015260.564,246727.1893,EAST TREMONT AVENUE,MAPES AVENUE
799,1,799,1,1,0,0,2013,21010,989428.6638,209371.3037,EAST 27 STREET,3 AVENUE
800,1,800,1,1,0,0,2013,26515,1007749.706,177638.5237,EAST 95 STREET,LINDEN BOULEVARD
801,1,801,1,1,0,0,2013,29360,1013046.198,184539.5106,GLENMORE AVENUE,PENNSYLVANIA AVENUE
802,1,802,1,1,0,0,2013,36072,1047000.588,179686.1016,NASSAU EXPRESSWAY,FARMERS BOULEVARD
803,1,803,1,1,0,0,2013,20786,987179.9449,203846.4037,2 AVENUE,EAST 4 STREET
804,1,804,2,1,0,1,2013,41266,1009880.788,209570.575,58 STREET,QUEENS BOULEVARD
805,1,805,1,1,0,0,2013,22755,993633.4422,216961.0159,EAST 60 STREET,3 AVENUE
806,1,806,1,1,0,0,2013,22614,991906.4971,217000.1497,MADISON AVENUE,EAST 57 STREET
807,1,807,3,0,0,3,2013,16622,993456.1689,157030.1273,EAST 5 STREET,AVENUE U
808,1,808,1,0,0,1,2013,22149,996700.5456,207118.2997,EAGLE STREET,MANHATTAN AVENUE
809,1,809,1,1,0,0,2013,44397,1003611.675,253372.6124,BROADWAY,SHERMAN AVENUE
810,1,810,2,2,0,0,2013,32492,1025245.701,192030.5779,JAMAICA AVENUE,WOODHAVEN BOULEVARD
811,1,811,1,0,0,1,2013,39433,1058376.418,184810.6481,241 STREET,MERRICK BOULEVARD
812,1,812,1,1,0,0,2013,29066,1018239.993,173942.3598,PENNSYLVANIA AVENUE,SEAVIEW AVENUE
813,1,813,1,1,0,0,2013,18838,995908.3622,183617.7273,FRANKLIN AVENUE,EASTERN PARKWAY
814,1,814,1,1,0,0,2013,32251,1022396.288,191458.4695,JAMAICA AVENUE,80 STREET
815,1,815,1,1,0,0,2013,47627,1017508.144,239225.9412,EVERGREEN AVENUE,BRUCKNER BOULEVARD
816,1,816,1,0,0,1,2013,59251,1041419.458,218864.2667,33 AVENUE,172 STREET
817,1,817,1,1,0,0,2013,42120,1002271.322,229535.9052,1 AVENUE,EAST 117 STREET
818,1,818,1,1,0,0,2013,51251,1027153.292,215863.7511,126 STREET,35 AVENUE
819,1,819,1,1,0,0,2013,22323,998615.614,203285.5121,NASSAU AVENUE,MC GUINNESS BOULEVARD
820,1,820,1,1,0,0,2013,26395,1006749.16,172669.1865,EAST 80 STREET,FOSTER AVENUE
821,1,821,1,1,0,0,2013,27564,1003360.178,193095.6969,SUYDAM STREET,BUSHWICK AVENUE
822,1,822,1,0,0,1,2013,19697,996576.0413,197074.9868,KEAP STREET,BROADWAY
823,1,823,1,0,0,1,2013,19897,999122.5847,192744.7235,TOMPKINS AVENUE,MYRTLE AVENUE
824,1,824,1,0,0,1,2013,31352,1021331.05,188208.056,ATLANTIC AVENUE,ELDERT LANE
825,1,825,1,0,0,1,2013,26043,1000687.467,175895.4268,EAST 39 STREET,SNYDER AVENUE
826,1,826,1,1,0,0,2013,14914,987380.9977,183505.7003,9 STREET,4 AVENUE
827,1,827,1,1,0,0,2013,18595,991511.2059,182729.1726,3 STREET,PROSPECT PARK WEST
828,1,828,1,1,0,0,2013,26907,1004800.966,181823.0229,EAST NEW YORK AVENUE,BUFFALO AVENUE
829,1,829,1,1,0,0,2013,55647,1033147.434,217909.2785,NORTHERN BOULEVARD,PARSONS BOULEVARD
830,1,830,1,1,0,0,2013,10988,965888.7053,163012.4545,BAY STREET,HYLAN BOULEVARD
831,1,831,1,1,0,0,2012,5911,941745.7392,161157.3172,CANTERBURY AVENUE,VICTORY BOULEVARD
832,1,832,1,1,0,0,2012,20742,986812.4076,206998.4433,BROADWAY,UNION SQUARE SOUTH
833,1,833,1,0,1,0,2012,21850,991245.4716,202174.2975,F D R DRIVE,EAST 6 STREET
834,1,834,1,1,0,0,2012,26814,1002112.857,186616.514,TROY AVENUE,HERKIMER STREET
835,1,835,2,0,0,2,2012,63965,1005452.211,176765.9369,EAST 57 STREET,KINGS HIGHWAY
836,1,836,1,1,0,0,2012,29630,1016919.921,188993.6286,HIGHLAND PARK GREENWAY,FORCE TUBE AVENUE
837,1,837,1,1,0,0,2012,46817,1018974.815,210123.6743,HAMPTON STREET,LAMONT AVENUE
838,1,838,1,0,0,1,2012,31651,1025055.698,184003.5139,LINDEN BOULEVARD,SOUTH CONDUIT AVENUE
839,1,839,1,1,0,0,2012,50269,1026967.266,201836.1256,AUSTIN STREET,70 ROAD
840,1,840,1,0,1,0,2012,51248,1027679.384,214505.1153,126 STREET,ROOSEVELT AVENUE
841,1,841,1,1,0,0,2012,67037,1031355.078,199420.2807,QUEENS BOULEVARD,80 ROAD
842,1,842,1,0,1,0,2012,67686,1032796.408,198642.0637,VAN WYCK EXPRESSWAY EXIT 9 NB,QUEENS BOULEVARD
843,1,843,1,0,0,1,2012,10536,961906.6959,164184.0234,PARK HILL AVENUE,OSGOOD AVENUE
844,1,844,1,0,0,1,2012,46790,1017154.897,217649.5743,ASTORIA BOULEVARD,88 STREET
845,1,845,1,1,0,0,2012,17491,994043.904,166025.6044,AVENUE K,CONEY ISLAND AVENUE
846,1,846,1,1,0,0,2012,21526,989293.7694,215444.8313,WEST 47 STREET,AVENUE OF THE AMERICAS
847,1,847,1,1,0,0,2012,15514,984690.3075,190609.6162,HICKS STREET,AMITY STREET
848,1,848,1,1,0,0,2012,55526,1031855.688,217647.7665,NORTHERN BOULEVARD,UNION STREET
849,1,849,1,1,0,0,2012,28762,1012327.41,173192.4142,AVENUE J,ROCKAWAY PARKWAY
850,1,850,1,1,0,0,2012,24917,1001547.691,157409.221,FORD STREET,AVENUE V
851,1,851,1,0,0,1,2012,58540,1041395.268,201058.6074,GRAND CENTRAL PARKWAY SR SOUTH,172 STREET
852,1,852,1,0,1,0,2012,23494,994690.1067,223070.4949,EAST 82 STREET,5 AVENUE
853,1,853,1,1,0,0,2012,52651,1023077.874,240343.4357,WHITE PLAINS ROAD,BRUCKNER BOULEVARD
854,1,854,1,1,0,0,2012,22532,990045.8411,218671.088,7 AVENUE,CENTRAL PARK SOUTH
855,1,855,1,1,0,0,2012,29256,1011258.705,187275.863,CONWAY STREET,BUSHWICK AVENUE
856,1,856,1,0,1,0,2012,49284,1019706.001,259126.3666,PARKSIDE PLACE,WEBSTER AVENUE
857,1,857,1,1,0,0,2012,54324,1024480.158,264465.398,EAST 233 STREET,BARNES AVENUE
858,1,858,1,0,0,1,2012,33804,1032573.96,186049.2513,LINDEN BOULEVARD,ROCKAWAY BOULEVARD
859,1,859,1,0,0,1,2012,34975,1036447.259,192173.2217,VAN WYCK EXPWY NB EN LIBERTY AVE,VAN WYCK EXPRESSWAY EXIT 4 SB
860,1,860,1,1,0,0,2012,46980,1010096.775,222262.0454,21 AVENUE,35 STREET
861,1,861,1,0,1,0,2012,18877,996121.5179,181016.5714,BEDFORD AVENUE,EMPIRE BOULEVARD
862,1,862,1,1,0,0,2012,18875,996146.1307,180732.4348,BEDFORD AVENUE,STERLING STREET
863,1,863,1,0,0,1,2012,31169,1029257.025,176427.7486,CROSS BAY BOULEVARD,164 AVENUE
864,1,864,1,1,0,0,2012,20846,987138.6688,209442.7537,EAST 23 STREET,5 AVENUE
865,1,865,1,1,0,0,2012,33728,1030348.105,188408.036,LIBERTY AVENUE,108 STREET
866,1,866,1,0,0,1,2012,13379,983827.7075,167338.9941,65 STREET,13 AVENUE
867,1,867,1,0,0,1,2012,36691,1046795.083,189552.0954,118 AVENUE,MERRICK BOULEVARD
868,1,868,1,1,0,0,2012,41095,1006723.862,209685.601,46 STREET,GREENPOINT AVENUE
869,1,869,1,0,0,1,2012,33185,1036762.505,154029.9003,BEACH 85 STREET,ROCKAWAY FREEWAY
870,1,870,1,0,0,1,2012,24992,1002794.044,157918.7672,GERRITSEN AVENUE,AVENUE V
871,1,871,1,0,0,1,2012,17425,993000.2774,167653.0289,EAST 8 STREET,AVENUE I
872,1,872,1,1,0,0,2012,12946,987448.6714,152988.679,CROPSEY AVENUE,BAY 48 STREET
873,1,873,2,1,0,1,2012,33935,1034393.464,185661.7849,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
874,1,874,1,1,0,0,2012,23517,994799.3093,229093.7997,WEST 102 STREET,CENTRAL PARK WEST
875,1,875,1,1,0,0,2012,50810,1021215.644,215295.4746,NORTHERN BOULEVARD,102 STREET
876,1,876,1,1,0,0,2012,24163,997373.6939,234664.307,WEST 125 STREET,ST NICHOLAS AVENUE
877,1,877,1,1,0,0,2012,36094,1048800.968,178418.9323,150 ROAD,GUY R BREWER BOULEVARD
878,1,878,1,1,0,0,2012,14092,985683.7701,170933.2848,12 AVENUE,NEW UTRECHT AVENUE
879,1,879,1,1,0,0,2012,21546,989314.2517,218755.7007,BROADWAY,WEST 58 STREET
880,1,880,1,1,0,0,2012,62767,1063591.87,207609.2371,LITTLE NECK PARKWAY,HILLSIDE AVENUE
881,1,881,1,1,0,0,2012,46461,1013676.958,211698.6646,72 STREET,BROADWAY
882,1,882,1,1,0,0,2012,20248,982923.4738,202912.6195,WATTS STREET,SULLIVAN STREET
883,1,883,2,2,0,0,2012,42527,1001112.003,238627.7009,ADAM C POWELL BOULEVARD,WEST 145 STREET
884,1,884,1,1,0,0,2012,25800,1006350.378,165816.5365,EAST 57 STREET,AVENUE M
885,1,885,1,1,0,0,2012,49508,1012885.034,268830.484,BROADWAY,MOSHOLU AVENUE
886,1,886,1,1,0,0,2012,37051,1040697.868,197843.5811,HILLSIDE AVENUE,166 STREET
887,1,887,1,1,0,0,2012,19917,999991.7431,194864.4797,BROADWAY,DEBEVOISE STREET
888,1,888,1,1,0,0,2012,21138,983478.2725,212373.368,WEST 26 STREET,10 AVENUE
889,1,889,1,0,0,1,2012,28897,1014771.598,176526.5725,FLATLANDS AVENUE,LOUISIANA AVENUE
890,1,890,1,1,0,0,2012,39331,1057899.601,181430.5667,246 STREET,FRANCIS LEWIS BOULEVARD
891,1,891,1,0,0,1,2012,16835,995854.422,159104.4505,AVENUE S,EAST 14 STREET
892,1,892,1,1,0,0,2012,17674,997663.9098,160230.718,AVENUE R,EAST 21 STREET
893,1,893,1,0,0,1,2012,53943,1027170.661,259151.9342,BOSTON ROAD,KINGSLAND AVENUE
894,1,894,1,0,0,1,2012,31034,1024266.473,179900.5979,77 STREET,157 AVENUE
895,1,895,1,1,0,0,2012,13004,988948.3827,150281.1385,WEST 15 STREET,NEPTUNE AVENUE
896,1,896,1,1,0,0,2012,53608,1023097.185,255450.8359,ARNOW AVENUE,BOSTON ROAD
897,1,897,1,0,1,0,2012,13484,985694.4262,163178.0379,18 AVENUE,73 STREET
898,1,898,1,1,0,0,2012,45450,1013214.029,204446.8123,69 STREET,HULL AVENUE
899,1,899,1,1,0,0,2012,36984,1040650.699,190079.5385,148 STREET,111 AVENUE
900,1,900,1,1,0,0,2012,29244,1011974.855,185902.6342,EAST NEW YORK AVENUE,BROADWAY
901,1,901,1,1,0,0,2012,21709,989181.998,220827.9544,COLUMBUS AVENUE,BROADWAY
902,1,902,1,1,0,0,2012,46636,1015493.582,214496.0241,NORTHERN BOULEVARD,80 STREET
903,1,903,1,0,0,1,2012,46355,1012006.985,211244.0395,64 STREET,39 AVENUE
904,1,904,1,1,0,0,2012,55307,1038442.593,209727.2282,BOOTH MEMORIAL AVENUE,164 STREET
905,1,905,1,1,0,0,2012,18339,997352.877,171592.9685,FLATBUSH AVENUE,EAST 26 STREET
906,1,906,1,1,0,0,2012,21193,984801.9018,211046.8221,8 AVENUE,WEST 24 STREET
907,1,907,1,1,0,0,2012,22997,996047.1611,218306.2593,1 AVENUE,EAST 69 STREET
908,1,908,1,1,0,0,2012,17740,998376.5298,162632.3073,BEDFORD AVENUE,KINGS HIGHWAY
909,1,909,1,1,0,0,2012,52491,1021222.402,244460.9406,ARCHER STREET,TAYLOR AVENUE
910,1,910,1,1,0,0,2012,20776,987235.3254,202203.1422,ALLEN STREET,STANTON STREET
911,1,911,2,0,0,2,2012,46493,1013504.685,215582.7283,73 STREET,31 AVENUE
912,1,912,1,1,0,0,2012,13470,985716.2799,160788.9386,20 AVENUE,80 STREET
913,1,913,1,1,0,0,2012,32432,1024372.963,195284.098,WOODHAVEN BOULEVARD,MYRTLE AVENUE
914,1,914,1,1,0,0,2012,43048,1007094.576,233234.8544,EAST 138 STREET,ST ANNS AVENUE
915,1,915,1,1,0,0,2012,18434,998827.5821,175743.3733,SNYDER AVENUE,EAST 32 STREET
916,1,916,1,1,0,0,2012,35113,1037506.667,195006.9627,JAMAICA AVENUE,SUTPHIN BOULEVARD
917,1,917,1,1,0,0,2012,6487,946155.4423,166745.1977,FOREST AVENUE,LIVERMORE AVENUE
918,1,918,1,0,0,1,2012,54994,1034834.796,204515.3095,72 AVENUE,150 STREET
919,1,919,2,0,0,2,2012,4234,941679.6206,134227.6145,SEACREST AVENUE,HYLAN BOULEVARD
920,1,920,1,1,0,0,2012,12206,979950.8947,173783.2627,55 STREET,4 AVENUE
921,1,921,1,1,0,0,2012,31313,1021070.214,185630.3906,PITKIN AVENUE,LINCOLN AVENUE
922,1,922,1,1,0,0,2012,42121,1002397.568,229765.2551,1 AVENUE,EAST 118 STREET
923,1,923,1,1,0,0,2012,18574,990502.1755,188495.9229,FLATBUSH AVENUE,ATLANTIC AVENUE
924,1,924,1,1,0,0,2012,30099,1012823.892,196689.9941,PUTNAM AVENUE,FRESH POND ROAD
925,1,925,1,1,0,0,2012,23424,992454.4354,229500.0588,BROADWAY,WEST 99 STREET
926,1,926,1,0,0,1,2012,16608,993982.536,154909.6164,OCEAN PARKWAY,CRAWFORD AVENUE
927,1,927,1,1,0,0,2012,31820,1027860.361,183638.7086,ALBERT ROAD,CROSS BAY BOULEVARD
928,1,928,1,0,1,0,2012,19558,995657.9066,193826.1285,FLUSHING AVENUE,FRANKLIN AVENUE
929,1,929,1,1,0,0,2012,42528,1001247.827,238872.7923,ADAM C POWELL BOULEVARD,WEST 146 STREET
930,1,930,1,0,0,1,2012,41406,1001126.481,215255.1798,21 STREET,38 AVENUE
931,1,931,1,1,0,0,2012,23264,990262.0385,222758.757,COLUMBUS AVENUE,WEST 73 STREET
932,1,932,1,1,0,0,2012,48596,1010990.425,254548.7285,WEST 190 STREET,UNIVERSITY AVENUE
933,1,933,1,0,0,1,2012,18959,997981.4748,183331.3765,NOSTRAND AVENUE,EASTERN PARKWAY
934,1,934,1,0,0,1,2012,6775,949153.4373,165705.3064,CAROLINA PLACE,COLLEGE AVENUE
935,1,935,1,0,0,1,2012,41081,1006864.042,207126.1606,LAUREL HILL BOULEVARD,48 STREET
936,1,936,1,0,0,1,2012,36089,1048601.562,178562.3867,RAMP,ROCKAWAY BOULEVARD
937,1,937,1,1,0,0,2012,25604,1003833.799,163672.0887,FLATBUSH AVENUE,SCHENECTADY AVENUE
938,1,938,1,1,0,0,2012,24187,997072.6217,238763.7276,BROADWAY,WEST 138 STREET
939,1,939,1,1,0,0,2012,36413,1043339.657,186350.3728,121 AVENUE,155 STREET
940,1,940,1,0,0,1,2012,11779,977938.8548,164463.3667,BATTERY AVENUE,88 STREET
941,1,941,1,0,0,1,2012,49091,1016145.181,259815.2038,MOSHOLU PARKWAY,JEROME AVENUE
942,1,942,1,0,1,0,2012,27710,1004164.153,199489.9951,METROPOLITAN AVENUE,STEWART AVENUE
943,1,943,1,1,0,0,2012,12226,979999.5167,175072.0689,51 STREET,3 AVENUE
944,1,944,1,1,0,0,2012,31892,1028444.864,180691.5521,CROSS BAY BOULEVARD,157 AVENUE
945,1,945,1,0,0,1,2012,40317,1058741.456,193820.9579,227 STREET,115 AVENUE
946,1,946,1,1,0,0,2012,21306,985893.396,216731.8661,10 AVENUE,WEST 45 STREET
947,1,947,1,0,0,1,2012,5962,941083.6674,168353.7395,NETHERLAND AVENUE,VAN PELT AVENUE
948,1,948,2,2,0,0,2012,19789,997118.7403,198212.7962,KEAP STREET,BORINQUEN PLACE
949,1,949,1,1,0,0,2012,22698,992615.8983,217228.1414,EAST 59 STREET,PARK AVENUE
950,1,950,1,1,0,0,2012,52080,1023332.289,239590.1367,WHITE PLAINS ROAD,STORY AVENUE
951,1,951,1,0,0,1,2012,31428,1022052.18,187953.401,95 AVENUE,75 STREET
952,1,952,1,0,0,1,2012,7171,950460.5512,147513.2798,DALE AVENUE,AMBOY ROAD
953,1,953,1,0,0,1,2012,33372,1033769.142,163340.7442,CROSS BAY BOULEVARD,EAST 1 ROAD
954,1,954,1,0,0,1,2012,31087,1026232.579,179638.7526,158 AVENUE,84 STREET
955,1,955,1,1,0,0,2012,58783,1044654.72,204916.5164,UNION TURNPIKE,187 STREET
956,1,956,1,1,0,0,2012,17189,990277.5795,160075.131,QUENTIN ROAD,WEST 5 STREET
957,1,957,1,0,0,1,2012,17401,993905.8432,161399.1307,EAST 8 STREET,AVENUE P
958,1,958,1,1,0,0,2012,11903,979308.4945,168572.1905,72 STREET,7 AVENUE
959,1,959,2,0,0,2,2012,28008,1009333.073,191222.571,WILSON AVENUE,HALSEY STREET
960,1,960,1,0,0,1,2012,27322,1000568.235,193779.3113,MARCUS GARVEY BOULEVARD,PARK AVENUE
961,1,961,1,0,0,1,2012,10183,966178.6293,158318.084,NARROWS ROAD SOUTH,LILY POND AVENUE
962,1,962,1,0,1,0,2012,53600,1023648.496,253054.7909,WARING AVENUE,WILLIAMSBRIDGE ROAD
963,1,963,1,1,0,0,2012,5895,941091.295,160984.3943,VICTORY BOULEVARD,CHRISTOPHER LANE
964,1,964,1,1,0,0,2012,26911,1004126.603,182890.7307,ROCHESTER AVENUE,EASTERN PARKWAY
965,1,965,1,0,0,1,2012,31621,1024508.308,189400.5635,87 STREET,ATLANTIC AVENUE
966,1,966,1,1,0,0,2012,28727,1011914.229,178731.0478,LINDEN BOULEVARD,JUNIUS STREET
967,1,967,1,0,1,0,2012,23748,998939.5733,228642.3079,EAST 108 STREET,PARK AVENUE
968,1,968,1,1,0,0,2012,15235,981147.5357,196593.0652,BROAD STREET,EXCHANGE PLACE
969,1,969,1,1,0,0,2012,55581,1032462.832,215968.7968,UNION STREET,41 AVENUE
970,1,970,1,1,0,0,2012,13602,987464.6425,160466.4819,AVENUE P,BAY PARKWAY
971,1,971,1,0,0,1,2012,43320,1000428.478,241108.3357,WEST 152 STREET,ST NICHOLAS PLACE
972,1,972,1,1,0,0,2012,61272,1054491.577,207442.118,SPRINGFIELD BOULEVARD,UNION TURNPIKE
973,1,973,1,1,0,0,2012,55847,1036038.504,214780.2329,149 STREET,45 AVENUE
974,1,974,1,1,0,0,2012,42007,1000213.413,228834.9945,EAST 111 STREET,3 AVENUE
975,1,975,1,0,0,1,2012,43899,1005981.176,245427.2769,JESUP AVENUE,EDWARD L GRANT HIGHWAY
976,1,976,1,1,0,0,2012,26965,1005404.294,181336.2033,ROCKAWAY PARKWAY,RUTLAND ROAD
977,1,977,1,0,0,1,2012,47535,1016485.965,234624.6217,LONGFELLOW AVENUE,OAK POINT AVENUE
978,1,978,1,0,1,0,2012,29110,1010335.935,181998.3969,BLAKE AVENUE,MOTHER GASTON BOULEVARD
979,1,979,1,1,0,0,2012,20479,984262.1391,200869.5101,CANAL STREET,CENTRE STREET
980,1,980,1,1,0,0,2012,24904,1001237.459,154115.1856,AVENUE Z,HARING STREET
981,1,981,1,0,0,1,2012,54159,1021971.541,265517.4037,EAST 233 STREET,WEBSTER AVENUE
982,1,982,1,0,0,1,2012,3673,934000.5844,162462.4983,GULF AVENUE,BLOOMFIELD AVENUE
983,1,983,1,1,0,0,2012,20859,988167.0292,200688.0403,DELANCEY STREET,CLINTON STREET
984,1,984,1,1,0,0,2012,20744,986929.6173,207833.7609,BROADWAY,EAST 17 STREET
985,1,985,1,0,1,0,2012,9079,957173.0669,163015.5549,GRAND AVENUE,HOWARD AVENUE
986,1,986,1,1,0,0,2012,44161,1008493.445,242021.8936,EAST 167 STREET,TELLER AVENUE
987,1,987,1,0,0,1,2012,13691,988833.836,164722.3491,61 STREET,20 AVENUE
988,1,988,1,1,0,0,2012,15361,982453.7405,198396.8542,NASSAU STREET,BEEKMAN STREET
989,1,989,1,0,1,0,2012,48666,1011611.743,253618.4777,WEST FORDHAM ROAD,JEROME AVENUE
990,1,990,1,0,1,0,2012,58642,1042554.386,204002.7745,SURREY PLACE,UNION TURNPIKE
991,1,991,1,1,0,0,2012,16631,993423.6299,159941.5617,OCEAN PARKWAY,KINGS HIGHWAY
992,1,992,1,0,1,0,2012,40885,1004412.6,208376.87,GREENPOINT AVENUE,39 STREET
993,1,993,1,0,0,1,2012,36773,1047372.936,189024.2749,MERRICK BOULEVARD,VICTORIA ROAD
994,1,994,1,1,0,0,2012,20484,984641.072,200535.2095,MULBERRY STREET,CANAL STREET
995,1,995,1,0,0,1,2012,38540,1055964.828,172110.9728,BROOKVILLE BOULEVARD,ROCKAWAY BOULEVARD
996,1,996,1,1,0,0,2012,47787,1010332.096,247175.6363,CROSS BRONX EXPRESSWAY SR NORTH,TOPPING AVENUE
997,1,997,1,1,0,0,2012,8539,950821.2161,169641.4436,CARY AVENUE,ELIZABETH STREET
998,1,998,1,1,0,0,2012,29052,1017266.432,179267.7987,BARBEY STREET,WORTMAN AVENUE
999,1,999,1,1,0,0,2012,11800,977794.0454,168064.1534,77 STREET,5 AVENUE
1000,1,1000,1,0,0,1,2012,14928,987577.5065,185225.4209,3 STREET,3 AVENUE
1001,1,1001,1,1,0,0,2012,23906,993981.4205,233183.8667,BROADWAY,WEST 114 STREET
1002,1,1002,1,0,0,1,2012,52975,1026287.306,246467.7115,EAST TREMONT AVENUE,SILVER STREET
1003,1,1003,1,1,0,0,2012,46328,1011001.232,217049.2868,BULOVA AVENUE,BOROUGH PLACE
1004,1,1004,1,1,0,0,2012,23713,998660.5089,223021.3119,1 AVENUE,EAST 89 STREET
1005,1,1005,1,1,0,0,2012,23643,997349.1533,222202.6196,2 AVENUE,EAST 84 STREET
1006,1,1006,1,0,0,1,2012,24276,999342.3711,233575.1031,WEST 125 STREET,LENOX AVENUE
1007,1,1007,1,0,0,1,2012,29439,1014161.56,185681.8538,MILLER AVENUE,ATLANTIC AVENUE
1008,1,1008,1,1,0,0,2012,18256,995310.6206,178555.2345,WESTBURY COURT,FLATBUSH AVENUE
1009,1,1009,1,0,0,1,2012,26197,1003855.639,173231.1309,UTICA AVENUE,AVENUE D
1010,1,1010,1,0,0,1,2012,27698,1004831.215,197521.5345,JOHNSON AVENUE,STEWART AVENUE
1011,1,1011,1,0,0,1,2012,27111,1007267.65,183636.8349,SARATOGA AVENUE,EASTERN PARKWAY
1012,1,1012,1,1,0,0,2012,48602,1010791.16,256238.1769,WEST KINGSBRIDGE ROAD,SEDGWICK AVENUE
1013,1,1013,1,0,0,1,2012,43971,1006413.436,243253.9318,WALTON AVENUE,TUDOR PLACE
1014,1,1014,1,1,0,0,2012,25756,1005587.759,168499.5364,FLATLANDS AVENUE,EAST 55 STREET
1015,1,1015,1,1,0,0,2012,17640,996273.4336,165460.0412,EAST 19 STREET,AVENUE L
1016,1,1016,1,1,0,0,2012,55505,1031951.875,214117.5049,MAIN STREET,FRANKLIN AVENUE
1017,1,1017,1,0,0,1,2012,12145,978644.8668,172132.4947,63 STREET,4 AVENUE
1018,1,1018,1,0,0,1,2012,54280,1023332.375,267253.2989,BULLARD AVENUE,NEREID AVENUE
1019,1,1019,1,1,0,0,2012,23987,995560.3347,231412.9486,WEST 111 STREET,MANHATTAN AVENUE
1020,1,1020,1,0,0,1,2012,6987,946321.419,172557.0775,RICHMOND TERRACE,SHARPE AVENUE
1021,1,1021,1,1,0,0,2012,29106,1010558.247,180877.8447,MOTHER GASTON BOULEVARD,LIVONIA AVENUE
1022,1,1022,1,1,0,0,2012,50275,1026376.23,202650.435,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD
1023,1,1023,2,0,0,2,2012,53539,1022556.179,255380.3341,BRONXWOOD AVENUE,WILLIAMSBRIDGE ROAD
1024,1,1024,1,0,0,1,2012,19040,998862.8707,189152.8278,MARCY AVENUE,MONROE STREET
1025,1,1025,1,1,0,0,2012,46691,1016409.377,211679.8129,82 STREET,ROOSEVELT AVENUE
1026,1,1026,1,1,0,0,2012,16931,996111.6229,159139.5518,EAST 15 STREET,AVENUE S
1027,1,1027,1,1,0,0,2012,29838,1019699.072,188374.8943,CRESCENT STREET,FULTON STREET
1028,1,1028,1,0,0,1,2012,23986,995422.1755,231162.4636,MANHATTAN AVENUE,CATHEDRAL PARKWAY
1029,1,1029,1,0,0,1,2012,46793,1017695.975,217530.7195,ASTORIA BOULEVARD,90 STREET
1030,1,1030,5,0,0,5,2012,34984,1036011.378,193342.2059,94 AVENUE,ATLANTIC AVENUE
