FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,nodeX,nodeY,STREET1,STREET2
1279,1,1279,1,0,0,1,2010,33486,1030626.159,172075.5135,CROSS BAY BOULEVARD,NORTH CHANNEL BRIDGE
1280,1,1280,1,1,0,0,2010,67037,1031355.078,199420.2807,QUEENS BOULEVARD,80 ROAD
1281,1,1281,1,0,0,1,2010,78984,1035110.605,256899.9767,HUTCHINSON RIVER PKWY SB EN SHR,HUTCHINSON RIVER PKWY NB EN SHR
1282,1,1282,1,1,0,0,2010,36643,1046606.061,182695.8725,160 STREET,BELT PARKWAY EXIT 21 A WB
1283,1,1283,2,1,1,0,2010,22814,994136.1774,216385.5446,2 AVENUE,EAST 59 STREET
1284,1,1284,1,1,0,0,2010,42402,1009481.15,221592.8538,DITMARS BOULEVARD,35 STREET
1285,1,1285,1,0,0,1,2010,50968,1023610.442,214989.3142,111 STREET,34 AVENUE
1286,1,1286,1,0,1,0,2010,11133,960047.7131,172419.5614,HENDRICKS AVENUE,JERSEY STREET
1287,1,1287,1,1,0,0,2010,48893,1014186.708,253299.2034,DECATUR AVENUE,EAST FORDHAM ROAD
1288,1,1288,1,0,0,1,2010,120,915813.2067,122971.6862,SWINNERTON STREET,HYLAN BOULEVARD
1289,1,1289,1,0,0,1,2010,54538,1027947.149,263005.8241,EAST 233 STREET,GRENADA PLACE
1290,1,1290,1,1,0,0,2010,48825,1013968.227,252807.4459,EAST 189 STREET,WEBSTER AVENUE
1291,1,1291,1,1,0,0,2010,43489,1001201.928,247007.0474,WADSWORTH AVENUE,WEST 173 STREET
1292,1,1292,1,1,0,0,2010,21485,988857.5597,218368.1293,8 AVENUE,WEST 56 STREET
1293,1,1293,1,1,0,0,2010,32322,1023324.143,191611.3301,JAMAICA AVENUE,85 STREET
1294,1,1294,1,0,0,1,2010,58929,1046144.34,202260.6917,GRAND CENTRAL PARKWAY SR SOUTH,MC LAUGHLIN AVENUE
1295,1,1295,1,1,0,0,2010,33769,1031623.808,189531.7443,103 AVENUE,114 STREET
1296,1,1296,1,1,0,0,2010,55526,1031855.688,217647.7665,NORTHERN BOULEVARD,UNION STREET
1297,1,1297,1,1,0,0,2010,28762,1012327.41,173192.4142,AVENUE J,ROCKAWAY PARKWAY
1298,1,1298,1,1,0,0,2010,17156,999265.8489,154617.6649,AVENUE Y,EAST 24 STREET
1299,1,1299,1,0,0,1,2010,36341,1042022.763,186836.0345,119 AVENUE,SUTPHIN BOULEVARD
1300,1,1300,1,0,0,1,2010,13183,980998.2319,162512.4979,14 AVENUE,86 STREET
1301,1,1301,1,1,0,0,2010,23532,995005.3456,222592.8121,EAST 81 STREET,MADISON AVENUE
1302,1,1302,1,0,0,1,2010,47926,1012596.846,241474.9918,PROSPECT AVENUE,EAST 169 STREET
1303,1,1303,1,0,0,1,2010,17683,997936.7177,161975.2617,EAST 23 STREET,AVENUE P
1304,1,1304,1,1,0,0,2010,10409,960774.5423,165100.3109,LAUREL AVENUE,TARGEE STREET
1305,1,1305,1,1,0,0,2010,42530,1001373.935,239099.908,WEST 147 STREET,ADAM C POWELL BOULEVARD
1306,1,1306,1,0,1,0,2010,48123,1014373.364,247301.8007,CROTONA AVENUE,EAST TREMONT AVENUE
1307,1,1307,1,1,0,0,2010,50491,1028665.051,201481.0508,QUEENS BOULEVARD,ASCAN AVENUE
1308,1,1308,1,1,0,0,2010,25642,1003724.898,169814.3993,AVENUE H,KINGS HIGHWAY
1309,1,1309,1,1,0,0,2010,14757,985666.0766,183663.5379,2 AVENUE,12 STREET
1310,1,1310,1,1,0,0,2010,36906,1049368.592,183564.1877,142 AVENUE,FARMERS BOULEVARD
1311,1,1311,1,0,0,1,2010,26338,1005296.109,175438.4067,EAST 56 STREET,KINGS HIGHWAY
1312,1,1312,1,1,0,0,2010,34974,1036359.136,192649.8812,97 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1313,1,1313,1,0,0,1,2010,19342,993102.794,190464.1014,DEKALB AVENUE,CLINTON AVENUE
1314,1,1314,1,1,0,0,2010,20772,987867.4599,201950.3511,STANTON STREET,ESSEX STREET
1315,1,1315,1,1,0,0,2010,44592,1007268.982,250741.6954,WEST BURNSIDE AVENUE,SEDGWICK AVENUE
1316,1,1316,1,1,0,0,2010,48677,1011255.726,255782.1574,WEST KINGSBRIDGE ROAD,WEBB AVENUE
1317,1,1317,1,1,0,0,2010,33935,1034393.464,185661.7849,LEFFERTS BOULEVARD,ROCKAWAY BOULEVARD
1318,1,1318,1,1,0,0,2010,13316,982430.65,168088.2511,11 AVENUE,66 STREET
1319,1,1319,1,1,0,0,2010,14143,986437.1839,170633.3737,49 STREET,13 AVENUE
1320,1,1320,1,1,0,0,2010,28991,1016879.993,175542.6618,PENNSYLVANIA AVENUE,TWIN PINES DRIVE
1321,1,1321,1,0,0,1,2010,26542,1008591.588,172971.4235,FARRAGUT ROAD,EAST 86 STREET
1322,1,1322,1,0,0,1,2010,34149,1037642.493,183749.9419,131 AVENUE,131 STREET
1323,1,1323,1,1,0,0,2010,27239,1009518.82,180676.0373,LIVONIA AVENUE,ROCKAWAY AVENUE
1324,1,1324,1,1,0,0,2010,18854,995741.9846,186674.565,PACIFIC STREET,CLASSON AVENUE
1325,1,1325,1,1,0,0,2010,2474,937239.5245,131164.2942,LIPSETT AVENUE,HYLAN BOULEVARD
1326,1,1326,1,1,0,0,2010,52073,1023756.462,237245.0528,WHITE PLAINS ROAD,RANDALL AVENUE
1327,1,1327,1,1,0,0,2010,23413,992853.966,227434.5888,COLUMBUS AVENUE,WEST 93 STREET
1328,1,1328,1,1,0,0,2010,53844,1026495.593,256638.6157,EAST GUN HILL ROAD,FISH AVENUE
1329,1,1329,1,1,0,0,2010,35153,1037773.802,199334.7723,84 ROAD,PARSONS BOULEVARD
1330,1,1330,1,1,0,0,2010,22209,997925.4316,204873.2124,MC GUINNESS BOULEVARD,CALYER STREET
1331,1,1331,1,0,0,1,2010,15035,988457.3669,189543.6571,ATLANTIC AVENUE,BOND STREET
1332,1,1332,1,0,1,0,2010,30040,1011651.106,199648.1477,ELIOT AVENUE,FRESH POND ROAD
1333,1,1333,1,1,0,0,2010,2642,938034.8247,138726.2055,RICHMOND AVENUE,BARTLETT AVENUE
1334,1,1334,1,1,0,0,2010,16245,994450.9668,149572.672,BRIGHTON BEACH AVENUE,BRIGHTON 4 STREET
1335,1,1335,1,1,0,0,2010,13302,982188.2656,165269.8119,BAY RIDGE PARKWAY,13 AVENUE
1336,1,1336,1,0,0,1,2010,45728,1016117.002,200572.1649,JUNIPER BOULEVARD SOUTH,70 STREET
1337,1,1337,1,1,0,0,2010,29987,1011783.868,194965.6669,69 AVENUE,FOREST AVENUE
1338,1,1338,1,1,0,0,2010,47319,1012977.783,236701.1631,SOUTHERN BOULEVARD,LONGWOOD AVENUE
1339,1,1339,1,0,0,1,2010,19607,995655.5215,197787.7314,HAVEMEYER STREET,WILLIAMSBURG BRIDGE ET S 5 ST
1340,1,1340,1,1,0,0,2010,50216,1025736.438,206835.8593,108 STREET,63 ROAD
1341,1,1341,1,0,1,0,2010,27701,1004136.919,198151.0542,VARICK AVENUE,MESEROLE STREET
1342,1,1342,1,1,0,0,2010,17223,990139.5551,166370.3674,53 STREET,20 AVENUE
1343,1,1343,1,1,0,0,2010,33885,1033013.411,189338.9396,LEFFERTS BOULEVARD,LIBERTY AVENUE
1344,1,1344,1,0,1,0,2010,20767,987296.1291,201153.3087,DELANCEY STREET,LUDLOW STREET
1345,1,1345,1,1,0,0,2010,49462,1012516.324,263731.0458,BROADWAY,MANHATTAN COLLEGE PARKWAY
1346,1,1346,1,0,0,1,2010,53138,1027140.169,249028.6936,EASTCHESTER ROAD,SACKETT AVENUE
1347,1,1347,1,1,0,0,2010,43879,1005730.744,243903.7993,EDWARD L GRANT HIGHWAY,EAST 167 STREET
1348,1,1348,1,1,0,0,2010,49295,1019758.386,259418.3149,EAST GUN HILL ROAD,WEBSTER AVENUE
1349,1,1349,1,0,0,1,2010,16413,991392.1639,153760.0127,BOUCK COURT,SHELL ROAD
1350,1,1350,1,1,0,0,2010,23700,998004.5555,221839.3034,1 AVENUE,EAST 84 STREET
1351,1,1351,1,0,1,0,2010,36232,1041434.513,182521.8965,INWOOD STREET,135 AVENUE
1352,1,1352,1,1,0,0,2010,54540,1027475.995,264626.4275,EDENWALD AVENUE,BAYCHESTER AVENUE
1353,1,1353,1,0,0,1,2010,11295,963106.7916,171202.1983,BAY STREET,MINTHORNE STREET
1354,1,1354,1,1,0,0,2010,16955,997864.8281,151314.4497,SHORE BOULEVARD,COLERIDGE STREET
1355,1,1355,1,1,0,0,2010,22811,994521.3374,215551.2943,1 AVENUE,EAST 57 STREET
1356,1,1356,1,1,0,0,2010,17338,992196.7131,162100.9275,EAST 3 STREET,AVENUE O
1357,1,1357,1,1,0,0,2010,36100,1048627.455,179944.3951,147 AVENUE,GUY R BREWER BOULEVARD
1358,1,1358,1,0,0,1,2010,53486,1021591.558,258067.0807,HOLLAND AVENUE,MAGENTA STREET
1359,1,1359,1,1,0,0,2010,29303,1012861.373,185482.2446,ATLANTIC AVENUE,PENNSYLVANIA AVENUE
1360,1,1360,1,1,0,0,2010,50212,1025122.21,206587.9957,YELLOWSTONE BOULEVARD,63 ROAD
1361,1,1361,1,1,0,0,2010,13734,989752.6497,161747.4469,WEST 6 STREET,AVENUE O
1362,1,1362,1,1,0,0,2010,1418,928380.5041,130762.7202,SEGUINE AVENUE,WATERBURY AVENUE
1363,1,1363,1,0,0,1,2010,19100,990398.8099,191915.4371,ST EDWARDS STREET,MYRTLE AVENUE
1364,1,1364,1,1,0,0,2010,42540,1002639.589,231748.2531,2 AVENUE,EAST 125 STREET
1365,1,1365,1,0,0,1,2010,21628,987653.5857,221766.4066,WEST 65 STREET,WEST END AVENUE
1366,1,1366,1,1,0,0,2010,59813,1047649.067,216199.5739,212 STREET,NORTHERN BOULEVARD
1367,1,1367,1,1,0,0,2010,27674,1004311.741,195804.366,KNICKERBOCKER AVENUE,MELROSE STREET
1368,1,1368,1,1,0,0,2010,11211,961685.0523,172726.4075,HENDRICKS AVENUE,SHERMAN AVENUE
1369,1,1369,1,1,0,0,2010,41560,1003172.029,218075.7709,21 STREET,BROADWAY
1370,1,1370,1,0,0,1,2010,62296,1059630.582,214335.6045,64 AVENUE,MARATHON PARKWAY
1371,1,1371,1,1,0,0,2010,13680,988175.7074,163892.2622,65 STREET,20 AVENUE
1372,1,1372,1,1,0,0,2010,23353,991292.9846,227402.8615,BROADWAY,WEST 90 STREET
1373,1,1373,1,0,0,1,2010,60801,1041654.475,251190.0984,CITY IS BRIDGE,CITY ISLAND AVENUE
1374,1,1374,1,1,0,0,2010,11897,979458.3728,167079.2965,76 STREET,FT HAMILTON PARKWAY
1375,1,1375,1,1,0,0,2010,6994,946925.8962,172578.2815,RICHMOND TERRACE,NORTH STREET
1376,1,1376,1,1,0,0,2010,18859,995736.5449,187656.3052,FULTON STREET,CLASSON AVENUE
1377,1,1377,1,1,0,0,2010,8567,951781.8376,162322.7512,WINDSOR ROAD,SLOSSON AVENUE
1378,1,1378,1,0,0,1,2010,31892,1028444.864,180691.5521,CROSS BAY BOULEVARD,157 AVENUE
1379,1,1379,1,1,0,0,2010,42071,1001478.768,229652.6799,2 AVENUE,EAST 116 STREET
1380,1,1380,1,1,0,0,2010,53847,1026729.235,256481.3555,EAST GUN HILL ROAD,SEXTON PLACE
1381,1,1381,1,1,0,0,2010,28044,1009638.718,195502.4936,SENECA AVENUE,GATES AVENUE
1382,1,1382,1,1,0,0,2010,16607,993930.7283,154632.7075,OCEAN PARKWAY,AVENUE X
1383,1,1383,1,0,0,1,2010,46833,1018730.695,212004.8385,91 STREET,ROOSEVELT AVENUE
1384,1,1384,1,1,0,0,2010,52301,1027730.109,239551.8723,LAFAYETTE AVENUE,ZEREGA AVENUE
1385,1,1385,1,1,0,0,2010,61585,1059829.971,202952.6588,JAMAICA AVENUE,240 STREET
1386,1,1386,1,1,0,0,2010,23585,996600.4441,222314.1023,EAST 83 STREET,3 AVENUE
1387,1,1387,1,1,0,0,2010,52449,1020808.079,248569.413,SAGAMORE STREET,AMETHYST STREET
1388,1,1388,1,0,0,1,2010,1658,926730.6157,142481.3217,WEST SERVICE ROAD,ARTHUR KILL ROAD
1389,1,1389,1,1,0,0,2010,42863,1004367.889,237508.8449,GRAND CONCOURSE,EAST 149 STREET
1390,1,1390,1,1,0,0,2010,16263,995463.4812,149857.5763,BRIGHTON BEACH AVENUE,CONEY ISLAND AVENUE
1391,1,1391,1,1,0,0,2010,14158,986887.4291,173598.6699,FT HAMILTON PARKWAY,39 STREET
1392,1,1392,1,0,0,1,2010,37670,1047020.014,199895.1715,HILLSIDE AVENUE,188 STREET
1393,1,1393,1,0,1,0,2010,53470,1021013.633,257845.713,WHITE PLAINS ROAD,BARTHOLDI STREET
1394,1,1394,1,1,0,0,2010,23578,996698.728,221027.4612,2 AVENUE,EAST 79 STREET
1395,1,1395,1,1,0,0,2010,24209,998950.2229,232870.3309,LENOX AVENUE,WEST 122 STREET
1396,1,1396,1,1,0,0,2010,10670,962886.0112,165226.9806,VANDERBILT AVENUE,TOMPKINS AVENUE
1397,1,1397,1,1,0,0,2010,18221,995345.965,174216.2933,OCEAN AVENUE,BEVERLY ROAD
1398,1,1398,1,1,0,0,2010,15695,985235.7165,198020.9134,CHERRY STREET,CATHERINE SLIP
1399,1,1399,1,0,0,1,2010,31495,1023569.362,184914.001,78 STREET,NORTH CONDUIT AVENUE
1400,1,1400,1,0,0,1,2010,17677,997133.3236,161865.3112,OCEAN AVENUE,AVENUE P
1401,1,1401,1,0,0,1,2010,26530,1008319.669,170821.1325,FLATLANDS AVENUE,EAST 80 STREET
1402,1,1402,1,0,1,0,2010,46765,1017849.801,212666.8877,37 AVENUE,88 STREET
1403,1,1403,1,1,0,0,2010,52803,1024683.002,248692.0046,LURTING AVENUE,MORRIS PARK AVENUE
1404,1,1404,1,1,0,0,2010,17327,991906.53,169894.3049,OCEAN PARKWAY,18 AVENUE
1405,1,1405,1,1,0,0,2010,37450,1045845.157,190710.1442,MERRICK BOULEVARD,115 AVENUE
1406,1,1406,1,1,0,0,2010,13238,981817.8329,163547.3777,14 AVENUE,81 STREET
1407,1,1407,1,0,1,0,2010,29556,1016405.699,180257.7147,LINDEN BOULEVARD,SCHENCK AVENUE
1408,1,1408,1,1,0,0,2010,15922,987030.1355,198912.9392,RUTGERS STREET,MADISON STREET
1409,1,1409,1,1,0,0,2010,48043,1013550.987,246127.7315,CROTONA AVENUE,CROTONA PARK NORTH
1410,1,1410,1,1,0,0,2010,16244,994197.4929,149501.6417,BRIGHTON BEACH AVENUE,BRIGHTON 3 STREET
1411,1,1411,1,0,0,1,2010,43077,1007790.707,236191.8758,BROOK AVENUE,EAST 149 STREET
1412,1,1412,1,0,0,1,2010,44656,1008009.918,256689.0631,BROADWAY,WEST 218 STREET
1413,1,1413,1,1,0,0,2010,61272,1054491.577,207442.118,SPRINGFIELD BOULEVARD,UNION TURNPIKE
1414,1,1414,1,1,0,0,2010,44381,1003048.571,251819.4459,BROADWAY,WEST 192 STREET
1415,1,1415,1,1,0,0,2010,61069,1051229.497,209277.1799,73 AVENUE,BELL BOULEVARD
1416,1,1416,1,1,0,0,2010,18393,998280.3751,170448.6103,FLATBUSH AVENUE,GLENWOOD ROAD
1417,1,1417,1,0,1,0,2010,55507,1031493.589,215553.0434,MAIN STREET,41 AVENUE
1418,1,1418,1,1,0,0,2010,13243,981690.9795,164642.7072,78 STREET,13 AVENUE
1419,1,1419,1,1,0,0,2010,24904,1001237.459,154115.1856,AVENUE Z,HARING STREET
1420,1,1420,1,1,0,0,2010,15257,981481.0951,197877.997,BROADWAY,CORTLANDT STREET
1421,1,1421,1,0,0,1,2010,26975,1005712.808,182792.2601,RALPH AVENUE,EASTERN PARKWAY
1422,1,1422,1,0,0,1,2010,53818,1026722.775,252139.1729,SEYMOUR AVENUE,PELHAM PARKWAY NORTH
1423,1,1423,1,1,0,0,2010,17678,997246.8241,161084.9387,OCEAN AVENUE,QUENTIN ROAD
1424,1,1424,1,0,1,0,2010,22581,991591.4945,213275.3182,EAST 44 STREET,3 AVENUE
1425,1,1425,1,0,0,1,2010,41163,1008130.011,202659.6669,RUST STREET,MASPETH AVENUE
1426,1,1426,1,0,1,0,2010,19462,994108.5593,192702.5021,GRAND AVENUE,PARK AVENUE
1427,1,1427,1,0,1,0,2010,18746,993815.9713,187510.3015,ATLANTIC AVENUE,WAVERLY AVENUE
1428,1,1428,1,0,0,1,2010,19465,994355.2025,192794.0049,STEUBEN STREET,PARK AVENUE
1429,1,1429,2,0,0,2,2010,25528,1002199.412,163557.0627,EAST 38 STREET,QUENTIN ROAD
1430,1,1430,1,0,0,1,2010,42941,1005629.783,237083.1601,MORRIS AVENUE,EAST 149 STREET
1431,1,1431,1,0,1,0,2010,26722,1000510.495,186298.5356,ATLANTIC AVENUE,KINGSTON AVENUE
1432,1,1432,1,1,0,0,2010,49697,1011002.026,270877.5272,RIVERDALE AVENUE,WEST 261 STREET
1433,1,1433,1,0,0,1,2010,40876,1004571.37,207598.5415,39 PLACE,51 AVENUE
1434,1,1434,1,1,0,0,2010,56531,1036849.709,225971.9392,CLINTONVILLE STREET,CROSS ISLAND PARKWAY
1435,1,1435,1,1,0,0,2010,17651,996102.4169,168991.8255,OCEAN AVENUE,AVENUE H
1436,1,1436,1,0,1,0,2010,48822,1013788.362,252570.9437,WEBSTER AVENUE,EAST 188 STREET
1437,1,1437,1,0,0,1,2010,52015,1022547.566,239449.6776,LELAND AVENUE,STORY AVENUE
1438,1,1438,1,1,0,0,2010,17552,995087.4189,164398.5636,EAST 14 STREET,AVENUE M
1439,1,1439,1,1,0,0,2010,16324,999169.8747,149719.2629,FALMOUTH STREET,ORIENTAL BOULEVARD
1440,1,1440,1,1,0,0,2010,22500,990886.2367,213047.9401,EAST 42 STREET,LEXINGTON AVENUE
1441,1,1441,1,1,0,0,2010,21725,989213.2545,222698.1403,WEST 71 STREET,BROADWAY
1442,1,1442,1,0,0,1,2010,26197,1003855.639,173231.1309,UTICA AVENUE,AVENUE D
1443,1,1443,1,1,0,0,2010,9509,957953.6818,172740.3317,HENDERSON AVENUE,LAFAYETTE AVENUE
1444,1,1444,1,1,0,0,2010,14670,984602.7716,185739.4914,NELSON STREET,COURT STREET
1445,1,1445,1,1,0,0,2010,3912,939713.6963,161486.2371,MORANI STREET,RICHMOND AVENUE
1446,1,1446,1,1,0,0,2010,27963,1008193.741,195336.8735,BLEECKER STREET,ST NICHOLAS AVENUE
1447,1,1447,1,0,0,1,2010,59190,1041768.692,211415.0201,UTOPIA PARKWAY,UNDERHILL AVENUE
1448,1,1448,1,0,0,1,2010,13682,988784.5316,163405.4291,65 STREET,21 AVENUE
1449,1,1449,1,1,0,0,2010,26509,1007120.285,177671.4403,LINDEN BOULEVARD,CHURCH AVENUE
1450,1,1450,1,1,0,0,2010,59646,1046183.381,212325.6873,53 AVENUE,202 STREET
1451,1,1451,1,0,0,1,2010,44200,1008278.682,247720.1726,CLIFFORD PLACE,JEROME AVENUE
1452,1,1452,1,0,0,1,2010,19517,994101.9944,198846.7024,SOUTH 4 STREET,BERRY STREET
1453,1,1453,1,1,0,0,2010,37139,1041635.133,198580.9582,CEDARCROFT ROAD,HOMELAWN STREET
1454,1,1454,1,1,0,0,2010,22755,993633.4422,216961.0159,EAST 60 STREET,3 AVENUE
1455,1,1455,1,0,0,1,2010,3667,934499.6451,160789.0764,TELEPORT DRIVE,SOUTH AVENUE
1456,1,1456,1,0,0,1,2010,17617,996271.0485,161741.7317,AVENUE P,EAST 17 STREET
1457,1,1457,1,1,0,0,2010,21730,989219.6554,223012.6967,BROADWAY,WEST 72 STREET
1458,1,1458,1,1,0,0,2010,15017,988291.5142,186415.6974,UNION STREET,3 AVENUE
1459,1,1459,1,1,0,0,2010,58708,1043409.552,204375.1887,182 STREET,UNION TURNPIKE
1460,1,1460,1,1,0,0,2010,61093,1052653.585,202155.9675,211 STREET,89 ROAD
1461,1,1461,1,1,0,0,2010,32492,1025245.701,192030.5779,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1462,1,1462,1,1,0,0,2010,40356,1058777.572,198834.1959,223 STREET,HEMPSTEAD AVENUE
1463,1,1463,1,1,0,0,2010,53937,1027312.915,258806.0064,TILLOTSON AVENUE,KINGSLAND AVENUE
1464,1,1464,1,1,0,0,2010,46606,1015044.275,210136.5811,WOODSIDE AVENUE,76 STREET
1465,1,1465,1,1,0,0,2010,47389,1013337.995,238402.5144,EAST 163 STREET,TIFFANY STREET
1466,1,1466,1,1,0,0,2010,43350,1000385.013,244743.8403,BROADWAY,WEST 164 STREET
1467,1,1467,1,0,1,0,2010,42478,1001375.464,230930.3249,EAST 120 STREET,3 AVENUE
1468,1,1468,1,1,0,0,2010,21002,989541.5741,208109.0064,2 AVENUE,EAST 23 STREET
1469,1,1469,1,0,0,1,2010,38800,1051435.834,180997.1453,145 ROAD,221 STREET
1470,1,1470,1,1,0,0,2010,20770,987520.5217,201065.9532,DELANCEY STREET,ESSEX STREET
1471,1,1471,1,0,1,0,2010,27808,1006253.348,191009.9336,GATES AVENUE,BUSHWICK AVENUE
1472,1,1472,1,1,0,0,2010,19090,999690.077,189004.9902,MADISON STREET,TOMPKINS AVENUE
1473,1,1473,1,1,0,0,2010,21499,989803.3846,210046.9586,EAST 30 STREET,3 AVENUE
1474,1,1474,1,1,0,0,2010,32378,1023129.124,198651.9718,METROPOLITAN AVENUE,WOODHAVEN BOULEVARD
1475,1,1475,1,1,0,0,2010,8767,953911.6135,168835.9399,PELTON AVENUE,FOREST AVENUE
1476,1,1476,1,0,0,1,2010,14744,985763.7535,182374.8525,16 STREET,3 AVENUE
1477,1,1477,1,0,0,1,2010,15038,988939.4591,189005.2132,NEVINS STREET,PACIFIC STREET
1478,1,1478,1,0,0,1,2009,9884,962464.867,157330.6057,KENSINGTON AVENUE,STEUBEN STREET
1479,1,1479,1,1,0,0,2009,15180,980140.1037,197884.6341,ALBANY STREET,WEST STREET
1480,1,1480,1,1,0,0,2009,21041,982009.5944,211104.7255,11 AVENUE,WEST 19 STREET
1481,1,1481,1,1,0,0,2009,12773,984439.0613,156648.7205,BELT PARKWAY WB BAY PARKWAY EN,SHORE PARKWAY
1482,1,1482,1,1,0,0,2009,20569,985342.5733,200219.0389,BOWERY,MANHATTAN BR APPROACH
1483,1,1483,2,0,0,2,2009,21576,985760.3021,220079.0117,12 AVENUE,JOE DIMAGGIO HIGHWAY
1484,1,1484,1,1,0,0,2009,21559,989799.9197,219411.7623,WEST DRIVE,C P 8 AVENUE APPROACH
1485,1,1485,1,0,1,0,2009,17295,991108.1093,165492.8265,MC DONALD AVENUE,BAY PARKWAY
1486,1,1486,1,1,0,0,2009,16214,992991.5672,149241.4762,BRIGHTON BEACH AVENUE,OCEAN PARKWAY
1487,1,1487,1,1,0,0,2009,43069,1007034.275,236608.2365,MELROSE AVENUE,EAST 149 STREET
1488,1,1488,1,0,0,1,2009,27198,1008188.862,185753.8188,THOMAS S BOYLAND STREET,ATLANTIC AVENUE
1489,1,1489,1,0,0,1,2009,48606,1010053.051,257493.4765,WEST KINGSBRIDGE ROAD,EXTERIOR STREET
1490,1,1490,1,1,0,0,2009,49758,1020479.329,203235.1185,63 AVENUE,WOODHAVEN BOULEVARD
1491,1,1491,1,1,0,0,2009,52684,1023147.661,244524.0934,UNIONPORT ROAD,METROPOLITAN OVAL
1492,1,1492,1,1,0,0,2009,53910,1027231.881,256224.7947,KNAPP STREET,FENTON AVENUE
1493,1,1493,1,1,0,0,2009,50616,1029513.914,207073.6312,MEADOW LAKE DRIVE,VAN WYCK EXPRESSWAY EXIT 11 SB
1494,1,1494,1,0,0,1,2009,34191,1037753.461,188732.2873,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1495,1,1495,1,1,0,0,2009,42402,1009481.15,221592.8538,DITMARS BOULEVARD,35 STREET
1496,1,1496,1,1,0,0,2009,22766,993695.9125,218118.8844,EAST 64 STREET,LEXINGTON AVENUE
1497,1,1497,2,2,0,0,2009,43961,1006261.294,242011.9363,EAST 165 STREET,GRAND CONCOURSE
1498,1,1498,1,1,0,0,2009,49495,1012757.396,267568.2753,HENRY HUDSON PKWY ET 23 S SB,BROADWAY
1499,1,1499,1,1,0,0,2009,53885,1027678.091,252456.236,EASTCHESTER ROAD,ASTOR AVENUE
1500,1,1500,1,1,0,0,2009,9853,962637.8227,150322.5065,SEAVIEW AVENUE,FR CAPODANNO BOULEVARD
1501,1,1501,1,0,0,1,2009,59539,1045177.747,213511.9287,FRANCIS LEWIS BOULEVARD,WEEKS LANE
1502,1,1502,1,0,0,1,2009,22342,998225.8018,206259.9222,PROVOST STREET,INDIA STREET
1503,1,1503,1,1,0,0,2009,24997,1002290.725,158510.9347,GERRITSEN AVENUE,AVENUE U
1504,1,1504,1,0,0,1,2009,54485,1026801.488,266935.8487,NEREID AVENUE,BAYCHESTER AVENUE
1505,1,1505,1,1,0,0,2009,21134,983227.7005,211923.3944,10 AVENUE,WEST 24 STREET
1506,1,1506,1,1,0,0,2009,23481,994345.5274,221402.4933,MADISON AVENUE,EAST 76 STREET
1507,1,1507,1,1,0,0,2009,36287,1041406.931,189382.9717,LINDEN BOULEVARD,SUTPHIN BOULEVARD
1508,1,1508,1,1,0,0,2009,13802,980901.5651,173693.758,53 STREET,5 AVENUE
1509,1,1509,1,1,0,0,2009,47412,1014554.181,234951.708,TIFFANY STREET,RANDALL AVENUE
1510,1,1510,1,1,0,0,2009,150,915919.8305,126895.615,WOOD AVENUE,ARTHUR KILL ROAD
1511,1,1511,1,1,0,0,2009,55790,1035777.589,216462.2112,SANFORD AVENUE,149 PLACE
1512,1,1512,1,1,0,0,2009,8416,959708.1403,154515.5719,HYLAN BOULEVARD,BURGHER AVENUE
1513,1,1513,1,1,0,0,2009,41416,1001760.922,216128.8588,21 STREET,36 AVENUE
1514,1,1514,2,2,0,0,2009,45942,1018156.873,202745.4545,62 AVENUE,80 STREET
1515,1,1515,1,0,0,1,2009,4317,942553.671,135211.2477,ARMSTRONG AVENUE,HYLAN BOULEVARD
1516,1,1516,1,0,0,1,2009,10409,960774.5423,165100.3109,LAUREL AVENUE,TARGEE STREET
1517,1,1517,1,1,0,0,2009,28544,1014401.471,169811.6466,EAST 95 STREET,SEAVIEW AVENUE
1518,1,1518,1,1,0,0,2009,54215,1022580.149,265257.9653,EAST 233 STREET,BRONX BOULEVARD
1519,1,1519,1,1,0,0,2009,22530,990566.7656,217741.2965,WEST 57 STREET,AVENUE OF THE AMERICAS
1520,1,1520,1,1,0,0,2009,18327,996214.605,179896.0553,MAPLE STREET,BEDFORD AVENUE
1521,1,1521,1,1,0,0,2009,48675,1011833.648,253994.4547,WEST 190 STREET,EAST 190 STREET
1522,1,1522,1,1,0,0,2009,16538,993250.3855,150725.6258,OCEAN PARKWAY,NEPTUNE AVENUE
1523,1,1523,1,0,0,1,2009,43577,1002589.641,246866.0637,AMSTERDAM AVENUE,WEST 175 STREET
1524,1,1524,1,1,0,0,2009,40351,1058273.836,198994.2284,221 STREET,HEMPSTEAD AVENUE
1525,1,1525,1,1,0,0,2009,22596,991458.1516,215138.7755,PARK AVENUE,EAST 50 STREET
1526,1,1526,1,0,0,1,2009,43247,1009596.402,233111.6296,BRUCKNER BOULEVARD,SOUTHERN BOULEVARD
1527,1,1527,1,0,1,0,2009,27592,1003132.445,196627.737,HARRISON PLACE,MORGAN AVENUE
1528,1,1528,1,1,0,0,2009,21348,986819.2435,214689.948,8 AVENUE,WEST 40 STREET
