FID,Join_Count,TARGET_FID,Fatalities,PedFatalit,BikeFatali,MVOFatalit,YR,NODEID,Lon,Lat,STREET1,STREET2
1014,1,1014,1,1,0,0,2012,25756,-73.92312809,40.6291431,FLATLANDS AVENUE,EAST 55 STREET
1015,1,1015,1,1,0,0,2012,17640,-73.9566895,40.62081786,EAST 19 STREET,AVENUE L
1016,1,1016,1,1,0,0,2012,55505,-73.82782526,40.7542509,MAIN STREET,FRANKLIN AVENUE
1017,1,1017,1,0,0,1,2012,12145,-74.02019621,40.63913872,63 STREET,4 AVENUE
1018,1,1018,1,0,0,1,2012,54280,-73.85862682,40.90013557,BULLARD AVENUE,NEREID AVENUE
1019,1,1019,1,1,0,0,2012,23987,-73.95914741,40.80184376,WEST 111 STREET,MANHATTAN AVENUE
1020,1,1020,1,0,0,1,2012,6987,-74.13666513,40.64022468,RICHMOND TERRACE,SHARPE AVENUE
1021,1,1021,1,1,0,0,2012,29106,-73.90517303,40.6631055,MOTHER GASTON BOULEVARD,LIVONIA AVENUE
1022,1,1022,1,1,0,0,2012,50275,-73.84802171,40.722805,YELLOWSTONE BOULEVARD,QUEENS BOULEVARD
1023,1,1023,2,0,0,2,2012,53539,-73.86150247,40.86755143,BRONXWOOD AVENUE,WILLIAMSBRIDGE ROAD
1024,1,1024,1,0,0,1,2012,19040,-73.94731057,40.68584549,MARCY AVENUE,MONROE STREET
1025,1,1025,1,1,0,0,2012,46691,-73.88393579,40.74763024,82 STREET,ROOSEVELT AVENUE
1026,1,1026,1,1,0,0,2012,16931,-73.95728347,40.60346964,EAST 15 STREET,AVENUE S
1027,1,1027,1,1,0,0,2012,29838,-73.87218592,40.68365131,CRESCENT STREET,FULTON STREET
1028,1,1028,1,0,0,1,2012,23986,-73.95964685,40.80115642,MANHATTAN AVENUE,CATHEDRAL PARKWAY
1029,1,1029,1,0,0,1,2012,46793,-73.87926332,40.7636847,ASTORIA BOULEVARD,90 STREET
1030,1,1030,5,0,0,5,2012,34984,-73.81333276,40.69720505,94 AVENUE,ATLANTIC AVENUE
1031,1,1031,1,1,0,0,2012,20332,-74.00559149,40.73813834,JANE STREET,HUDSON STREET
1032,1,1032,1,1,0,0,2012,19413,-73.96509396,40.70563396,CLYMER STREET,JULIANA PLACE
1033,1,1033,1,1,0,0,2012,24835,-73.93979604,40.58956559,AVENUE Z,NOSTRAND AVENUE
1034,1,1034,1,1,0,0,2012,7842,-74.11220998,40.58126624,LINCOLN AVENUE,RICHMOND ROAD
1035,1,1035,1,1,0,0,2012,52755,-73.85465136,40.83388803,OLMSTEAD AVENUE,WESTCHESTER AVENUE
1036,1,1036,1,1,0,0,2012,49370,-73.90409996,40.90686175,RIVERDALE AVENUE,WEST 259 STREET
1037,1,1037,1,0,0,1,2012,58828,-73.7819231,40.74246397,PECK AVENUE,HORACE HARDING EXPRESSWAY SR N
1038,1,1038,1,1,0,0,2012,32492,-73.85216496,40.69366136,JAMAICA AVENUE,WOODHAVEN BOULEVARD
1039,1,1039,1,0,1,0,2012,24151,-73.9529045,40.80754947,ST NICHOLAS AVENUE,WEST 121 STREET
1040,1,1040,2,1,0,1,2012,26998,-73.92182361,40.67693836,RALPH AVENUE,ATLANTIC AVENUE
1041,1,1041,1,1,0,0,2012,61825,-73.74946272,40.74673495,CLOVERDALE BOULEVARD,67 AVENUE
1042,1,1042,1,1,0,0,2012,44171,-73.91377105,40.83872165,EAST 170 STREET,GRAND CONCOURSE
1043,1,1043,1,1,0,0,2012,20398,-74.00312767,40.7283938,WEST HOUSTON STREET,AVENUE OF THE AMERICAS
1044,1,1044,1,1,0,0,2012,27368,-73.94268692,40.71469131,METROPOLITAN AVENUE,HUMBOLDT STREET
1045,1,1045,1,0,0,1,2012,48995,-73.88785196,40.87211418,GRAND CONCOURSE,BEDFORD PARK BOULEVARD
1046,1,1046,1,1,0,0,2012,21002,-73.98090534,40.73788616,2 AVENUE,EAST 23 STREET
1047,1,1047,1,1,0,0,2012,47262,-73.9010929,40.81218075,TIMPSON PLACE,AVENUE ST JOHN
1048,1,1048,1,1,0,0,2012,26863,-73.93111938,40.66879854,UTICA AVENUE,EASTERN PARKWAY
1049,1,1049,1,1,0,0,2012,8484,-74.1211688,40.60883438,MANOR ROAD,SCHMIDTS LANE
1050,1,1050,1,1,0,0,2012,31858,-73.84519769,40.68081109,94 STREET,ROCKAWAY BOULEVARD
1051,1,1051,1,1,0,0,2012,21816,-73.97849846,40.73679096,1 AVENUE,EAST 23 STREET
1052,1,1052,1,1,0,0,2012,18402,-73.948265,40.63860719,NOSTRAND AVENUE,FOSTER AVENUE
1053,1,1053,1,0,0,1,2012,27803,-73.91990531,40.69049879,BUSHWICK AVENUE,PALMETTO STREET
1054,1,1054,1,0,1,0,2012,40817,-73.9316137,40.7368259,GREENPOINT AVENUE,BORDEN AVENUE
1055,1,1055,1,1,0,0,2011,20822,-73.98945472,40.73598725,EAST 16 STREET,UNION SQUARE EAST
1056,1,1056,1,0,0,1,2011,18158,-73.96398391,40.64908469,EAST 17 STREET,CHURCH AVENUE
1057,1,1057,1,0,0,1,2011,23493,-73.96285571,40.78159551,86 ST TRANSVERSE,EAST DRIVE
1058,1,1058,1,0,0,1,2011,26938,-73.92753991,40.67725005,ATLANTIC AVENUE,ROCHESTER AVENUE
1059,1,1059,1,1,0,0,2011,26344,-73.92358493,40.65051944,SNYDER AVENUE,KINGS HIGHWAY
1060,1,1060,1,0,0,1,2011,100974,-73.91323115,40.80411491,RFK BRIDGE BRONX ENTRANCE RAMP,EAST 137 STREET
1061,1,1061,1,1,0,0,2011,44702,-73.9124593,40.86182043,WEST FORDHAM ROAD,MAJOR DEEGAN EP NB EN W FORDHAM
1062,1,1062,1,1,0,0,2011,54415,-73.85155069,40.90204444,WHITE PLAINS ROAD,EAST 240 STREET
1063,1,1063,1,0,0,1,2011,53158,-73.84032295,40.82882395,BRUCKNER BOULEVARD,BRUCKNER EXPRESSWAY
1064,1,1064,1,0,0,1,2011,33773,-73.8272168,40.66451402,NASSAU EXPRESSWAY,SOUTH CONDUIT AVENUE
1065,1,1065,1,0,1,0,2011,34626,-73.82545662,40.71200064,QUEENS BOULEVARD,83 AVENUE
1066,1,1066,1,0,0,1,2011,30347,-73.88218521,40.69197443,JACKIE ROBINSON PKWY ET 3 EB,HIGHLAND PARK GREENWAY
1067,1,1067,2,0,0,2,2011,43961,-73.92046112,40.83091482,EAST 165 STREET,GRAND CONCOURSE
1068,1,1068,1,1,0,0,2011,12522,-73.99490444,40.57287304,WEST 29 STREET,SURF AVENUE
1069,1,1069,1,1,0,0,2011,12827,-73.99402109,40.59364477,BAY 37 STREET,HARWAY AVENUE
1070,1,1070,1,1,0,0,2011,21430,-73.98855899,40.76911582,WEST 57 STREET,10 AVENUE
1071,1,1071,1,1,0,0,2011,37201,-73.78942532,40.70183647,104 AVENUE,168 PLACE
1072,1,1072,1,1,0,0,2011,35279,-73.79943678,40.69305059,108 AVENUE,SUTPHIN BOULEVARD
1073,1,1073,1,1,0,0,2011,54537,-73.84260759,40.89016307,BAYCHESTER AVENUE,STRANG AVENUE
1074,1,1074,1,1,0,0,2011,36952,-73.76482755,40.68126127,ANDERSON ROAD,MERRICK BOULEVARD
1075,1,1075,1,1,0,0,2011,52832,-73.85220721,40.8363475,STARLING AVENUE,CASTLE HILL AVENUE
1076,1,1076,1,1,0,0,2011,16583,-73.96661532,40.58457104,OCEAN PARKWAY,SHORE PARKWAY
1077,1,1077,1,0,1,0,2011,26288,-73.92769363,40.65398517,LINDEN BOULEVARD,EAST 53 STREET
1078,1,1078,1,0,0,1,2011,31385,-73.86146001,40.66792458,FORBELL STREET,LORING AVENUE
1079,1,1079,1,1,0,0,2011,48067,-73.89431774,40.85189131,BATHGATE AVENUE,EAST 181 STREET
1080,1,1080,1,1,0,0,2011,19655,-73.95701993,40.69897391,FLUSHING AVENUE,BEDFORD AVENUE
1081,1,1081,1,1,0,0,2011,43047,-73.91449524,40.80556137,EAST 138 STREET,CYPRESS AVENUE
1082,1,1082,1,1,0,0,2011,52823,-73.85020133,40.82833183,CHATTERTON AVENUE,CASTLE HILL AVENUE
1083,1,1083,1,1,0,0,2011,42937,-73.923093,40.81669773,EAST 148 STREET,MORRIS AVENUE
1084,1,1084,1,1,0,0,2011,47849,-73.90117494,40.83819812,CLAREMONT PARKWAY,3 AVENUE
1085,1,1085,1,1,0,0,2011,48931,-73.88989209,40.86952218,EAST 198 STREET,VALENTINE AVENUE
1086,1,1086,1,0,0,1,2011,6623,-74.13230039,40.62635622,ORDELL AVENUE,FOREST AVENUE
1087,1,1087,1,1,0,0,2011,18819,-73.96068017,40.66095386,FLATBUSH AVENUE,WASHINGTON AVENUE
1088,1,1088,1,1,0,0,2011,46407,-73.89690836,40.75651137,32 AVENUE,70 STREET
1089,1,1089,1,1,0,0,2011,18319,-73.95630035,40.65504828,BEDFORD AVENUE,CLARKSON AVENUE
1090,1,1090,1,0,0,1,2011,872,-74.23022838,40.52766623,VETERANS ROAD GREENWAY,TYRELLAN AVENUE
1091,1,1091,1,1,0,0,2011,14054,-73.99917565,40.64202544,46 STREET,9 AVENUE
1092,1,1092,1,1,0,0,2011,37523,-73.7780012,40.71405112,184 STREET,HILLSIDE AVENUE
1093,1,1093,1,1,0,0,2011,24148,-73.95111295,40.80515402,ADAM C POWELL BOULEVARD,WEST 119 STREET
1094,1,1094,1,1,0,0,2011,26002,-73.91069831,40.63082588,PAERDEGAT 4 STREET,PAERDEGAT AVENUE NORTH
1095,1,1095,1,1,0,0,2011,49753,-73.86765927,40.72266126,WOODHAVEN BOULEVARD,PENELOPE AVENUE
1096,1,1096,1,0,0,1,2011,24330,-73.9508588,40.82829577,WEST 147 STREET,RIVERSIDE DRIVE
1097,1,1097,1,0,0,1,2011,38132,-73.74400885,40.59603403,SEAGIRT AVENUE,BEACH 9 STREET
1098,1,1098,1,1,0,0,2011,55637,-73.82317489,40.75819151,BOWNE STREET,SANFORD AVENUE
1099,1,1099,1,1,0,0,2011,22711,-73.97028166,40.76802503,EAST 65 STREET,5 AVENUE
1100,1,1100,1,1,0,0,2011,42527,-73.93907683,40.82163739,ADAM C POWELL BOULEVARD,WEST 145 STREET
1101,1,1101,1,1,0,0,2011,42495,-73.93741853,40.80437468,LEXINGTON AVENUE,EAST 125 STREET
1102,1,1102,1,1,0,0,2011,50721,-73.86746336,40.75744154,NORTHERN BOULEVARD,101 STREET
1103,1,1103,1,1,0,0,2011,49508,-73.89641133,40.90450452,BROADWAY,MOSHOLU AVENUE
1104,1,1104,1,0,0,1,2011,42962,-73.92028288,40.80291501,EAST 132 STREET,ST ANNS AVENUE
1105,1,1105,1,1,0,0,2011,22743,-73.96715254,40.7567652,2 AVENUE,EAST 53 STREET
1106,1,1106,1,1,0,0,2011,25711,-73.92411686,40.60880964,COLEMAN STREET,AVENUE U
1107,1,1107,1,1,0,0,2011,26216,-73.93020593,40.65010867,UTICA AVENUE,SNYDER AVENUE
1108,1,1108,1,1,0,0,2011,13799,-74.0138139,40.64174525,56 STREET,5 AVENUE
1109,1,1109,1,1,0,0,2011,14644,-73.99934696,40.6722726,LORRAINE STREET,SMITH STREET
1110,1,1110,1,0,0,1,2011,8720,-74.10935748,40.6145456,VICTORY BOULEVARD,MARX STREET
1111,1,1111,1,1,0,0,2011,21627,-73.98817719,40.77473495,WEST 64 STREET,WEST END AVENUE
1112,1,1112,1,0,1,0,2011,50787,-73.86664866,40.74961913,99 STREET,39 AVENUE
1113,1,1113,1,1,0,0,2011,48656,-73.8999567,40.85742242,GRAND CONCOURSE,EAST 183 STREET
1114,1,1114,1,1,0,0,2011,22209,-73.95065875,40.72899572,MC GUINNESS BOULEVARD,CALYER STREET
1115,1,1115,1,1,0,0,2011,41329,-73.94282213,40.75605857,12 STREET,40 AVENUE
1116,1,1116,1,0,0,1,2011,39015,-73.75175887,40.66639532,225 STREET,NORTH CONDUIT AVENUE
1117,1,1117,1,1,0,0,2011,21360,-73.99031518,40.76160632,9 AVENUE,WEST 47 STREET
1118,1,1118,1,1,0,0,2011,12151,-74.02062866,40.6421759,60 STREET,3 AVENUE
1119,1,1119,1,1,0,0,2011,28598,-73.90412992,40.63857796,AVENUE J,REMSEN AVENUE
1120,1,1120,1,1,0,0,2011,19515,-73.96229197,40.70992069,BROADWAY,DRIGGS AVENUE
1121,1,1121,1,0,0,1,2011,27139,-73.91712139,40.68256847,SARATOGA AVENUE,BAINBRIDGE STREET
1122,1,1122,1,1,0,0,2011,17464,-73.96237948,40.60998637,AVENUE P,CONEY ISLAND AVENUE
1123,1,1123,1,1,0,0,2011,53451,-73.86634233,40.86544947,ALLERTON AVENUE,CRUGER AVENUE
1124,1,1124,1,1,0,0,2011,18254,-73.95986103,40.65563479,FLATBUSH AVENUE,PARKSIDE AVENUE
1125,1,1125,1,1,0,0,2011,55327,-73.80019354,40.72294036,168 STREET,UNION TURNPIKE
1126,1,1126,1,0,0,1,2011,21194,-73.99755165,40.7465809,8 AVENUE,WEST 25 STREET
1127,1,1127,1,0,0,1,2011,17424,-73.96517259,40.62476548,AVENUE J,CONEY ISLAND AVENUE
1128,1,1128,1,0,0,1,2011,18303,-73.95412514,40.64668753,LOTT STREET,TILDEN AVENUE
1129,1,1129,1,1,0,0,2011,52814,-73.8495298,40.82545541,STORY AVENUE,CASTLE HILL AVENUE
1130,1,1130,1,0,0,1,2011,45548,-73.8903921,40.72568109,71 STREET,QUEENS MIDTOWN EXPRESSWAY SR S
1131,1,1131,1,1,0,0,2011,54548,-73.84510465,40.89668988,BAYCHESTER AVENUE,PITMAN AVENUE
1132,1,1132,1,1,0,0,2011,29661,-73.88080279,40.67412177,PITKIN AVENUE,SHEPHERD AVENUE
1133,1,1133,1,1,0,0,2011,17673,-73.9527242,40.60634895,AVENUE R,OCEAN AVENUE
1134,1,1134,1,1,0,0,2011,5709,-74.13177398,40.6055935,WESTWOOD AVENUE,BRADLEY AVENUE
1135,1,1135,1,0,1,0,2011,27714,-73.92633039,40.71404466,METROPOLITAN AVENUE,GARDNER AVENUE
1136,1,1136,1,0,1,0,2011,13149,-73.98078354,40.5984474,WEST 9 STREET,AVENUE T
1137,1,1137,1,0,1,0,2011,27519,-73.93299691,40.70931716,MESEROLE STREET,MORGAN AVENUE
1138,1,1138,1,1,0,0,2011,48188,-73.88776506,40.83736998,EAST 174 STREET,BOSTON ROAD
1139,1,1139,1,0,1,0,2011,13911,-74.00482142,40.63358004,59 STREET,FT HAMILTON PARKWAY
1140,1,1140,1,1,0,0,2011,46150,-73.87142028,40.74241241,CORONA AVENUE,93 STREET
1141,1,1141,1,0,1,0,2011,23725,-73.94706938,40.78423623,2 AVENUE,EAST 96 STREET
1142,1,1142,1,1,0,0,2011,3785,-74.16848337,40.62156501,GOETHALS ROAD NORTH,SOUTH AVENUE
1143,1,1143,1,0,0,1,2011,29025,-73.8801312,40.6463824,FREEPORT LOOP,PENNSYLVANIA AVENUE
1144,1,1144,1,0,1,0,2011,27751,-73.9230817,40.69920067,STOCKHOLM STREET,WILSON AVENUE
1145,1,1145,1,1,0,0,2011,20566,-73.99698375,40.71654054,ELIZABETH STREET,CANAL STREET
1146,1,1146,1,0,1,0,2011,19713,-73.95509845,40.71058843,BORINQUEN PLACE,RODNEY STREET
1147,1,1147,2,0,0,2,2011,49099,-73.88072954,40.85680727,SOUTHERN BOULEVARD,EAST FORDHAM ROAD
1148,1,1148,1,0,1,0,2011,21197,-73.99859426,40.75024084,9 AVENUE,WEST 29 STREET
1149,1,1149,1,0,0,1,2011,14083,-73.99859767,40.65991163,4 AVENUE,26 STREET
1150,1,1150,1,0,0,1,2011,4464,-74.14271825,40.54543409,HILLSIDE TERRACE,HYLAN BOULEVARD
1151,1,1151,1,0,1,0,2011,42439,-73.94226311,40.80641574,WEST 125 STREET,5 AVENUE
1152,1,1152,1,1,0,0,2011,14187,-73.98849443,40.64195566,12 AVENUE,39 STREET
1153,1,1153,1,0,0,1,2011,43022,-73.9173315,40.80168816,EAST 132 STREET,CYPRESS AVENUE
1154,1,1154,1,1,0,0,2011,42071,-73.93777473,40.79700275,2 AVENUE,EAST 116 STREET
1155,1,1155,1,0,0,1,2011,39818,-73.75500247,40.70293686,201 STREET,112 AVENUE
1156,1,1156,1,1,0,0,2011,38584,-73.7398095,40.65971211,145 AVENUE,243 STREET
1157,1,1157,1,1,0,0,2011,26476,-73.91662099,40.64194765,FOSTER AVENUE,EAST 83 STREET
1158,1,1158,1,1,0,0,2011,45814,-73.88283145,40.74288838,82 STREET,BROADWAY
1159,1,1159,2,1,0,1,2011,41315,-73.94026281,40.7509671,RAMP,QUEENS PLAZA NORTH
1160,1,1160,1,0,1,0,2011,20247,-74.00463516,40.72135363,CANAL STREET,WEST BROADWAY
1161,1,1161,1,0,0,1,2011,17663,-73.95662639,40.63059041,CAMPUS ROAD,AVENUE H
1162,1,1162,1,1,0,0,2011,48963,-73.88745688,40.85962553,BATHGATE AVENUE,EAST FORDHAM ROAD
1163,1,1163,1,0,1,0,2011,33372,-73.82163922,40.61487061,CROSS BAY BOULEVARD,EAST 1 ROAD
1164,1,1164,1,0,1,0,2011,25734,-73.92372432,40.61679295,EAST 53 STREET,AVENUE O
1165,1,1165,1,0,0,1,2011,38956,-73.7548491,40.67792884,136 AVENUE,SPRINGFIELD BOULEVARD
1166,1,1166,1,1,0,0,2011,27376,-73.94121736,40.71470681,METROPOLITAN AVENUE,ORIENT AVENUE
1167,1,1167,1,0,0,1,2011,43131,-73.91352681,40.80425143,EAST 137 STREET,BRUCKNER BOULEVARD
1168,1,1168,1,0,0,1,2011,34191,-73.80708691,40.68454155,VAN WYCK EXPRESSWAY SR WEST,LINCOLN STREET
1169,1,1169,1,0,0,1,2011,11881,-74.01594934,40.61900487,11 AVENUE,82 STREET
1170,1,1170,1,1,0,0,2011,23714,-73.94750818,40.77943712,1 AVENUE,EAST 90 STREET
1171,1,1171,1,1,0,0,2011,17422,-73.9661696,40.62465579,AVENUE J,EAST 10 STREET
1172,1,1172,1,1,0,0,2011,43300,-73.90870859,40.82406664,EAST 163 STREET,3 AVENUE
1173,1,1173,1,1,0,0,2011,55114,-73.81012972,40.72303255,77 ROAD,PARSONS BOULEVARD
1174,1,1174,1,1,0,0,2011,21311,-73.99723487,40.76614558,12 AVENUE,WEST 49 STREET
1175,1,1175,1,1,0,0,2011,54851,-73.82547067,40.74269056,MAIN STREET,HORACE HARDING EXPRESSWAY SR N
1176,1,1176,1,1,0,0,2011,13607,-73.98702465,40.60603057,STILLWELL AVENUE,KINGS HIGHWAY
1177,1,1177,1,0,0,1,2011,26232,-73.93108323,40.65829592,UTICA AVENUE,WINTHROP STREET
1178,1,1178,1,1,0,0,2011,24010,-73.95827293,40.81062805,AMSTERDAM AVENUE,MORNINGSIDE DRIVE
1179,1,1179,1,1,0,0,2011,41741,-73.91977765,40.76615218,NEWTOWN AVENUE,33 STREET
1180,1,1180,1,0,0,1,2011,17921,-73.97410675,40.63598121,EAST 5 STREET,DITMAS AVENUE
1181,1,1181,1,0,0,1,2011,7504,-74.1080883,40.57213135,BURBANK AVENUE,HYLAN BOULEVARD
1182,1,1182,1,0,0,1,2011,25695,-73.92786501,40.6281669,AVENUE J,UTICA AVENUE
1183,1,1183,1,0,0,1,2011,32594,-73.8476241,40.70833262,72 ROAD,UNION TURNPIKE
1184,1,1184,1,1,0,0,2011,52581,-73.86315638,40.83553082,WHITE PLAINS ROAD,WOOD AVENUE
1185,1,1185,1,1,0,0,2011,58792,-73.78302493,40.73313072,73 AVENUE,188 STREET
1186,1,1186,1,1,0,0,2011,26756,-73.93665702,40.66910057,TROY AVENUE,EASTERN PARKWAY
1187,1,1187,1,1,0,0,2011,23426,-73.96941544,40.79536078,WEST 98 STREET,AMSTERDAM AVENUE
1188,1,1188,1,1,0,0,2011,15811,-73.99294363,40.7138306,EAST BROADWAY,PIKE STREET
1189,1,1189,1,1,0,0,2011,32545,-73.84883194,40.68815045,ATLANTIC AVENUE,WOODHAVEN BOULEVARD
1190,1,1190,1,1,0,0,2011,33852,-73.82087638,40.67054303,LEFFERTS BOULEVARD,135 AVENUE
1191,1,1191,1,0,0,1,2011,26445,-73.92081656,40.65784428,LENOX ROAD,KINGS HIGHWAY
1192,1,1192,1,1,0,0,2011,23637,-73.95043176,40.77138973,YORK AVENUE,EAST 79 STREET
1193,1,1193,1,1,0,0,2011,23336,-73.97357118,40.77947786,CPW 77 APPROACH,CENTRAL PARK WEST
1194,1,1194,1,0,0,1,2011,21235,-73.99858034,40.76427995,WEST 46 STREET,12 AVENUE
1195,1,1195,1,1,0,0,2011,4449,-74.14444288,40.54386906,HYLAN BOULEVARD,CLEVELAND AVENUE
1196,1,1196,1,0,1,0,2011,27375,-73.94138524,40.71334708,AINSLIE STREET,BUSHWICK AVENUE
1197,1,1197,1,1,0,0,2011,46256,-73.90338892,40.74559524,ROOSEVELT AVENUE,61 STREET
1198,1,1198,1,0,0,1,2011,53349,-73.86758753,40.85783009,WHITE PLAINS ROAD,PELHAM PARKWAY NORTH
1199,1,1199,1,1,0,0,2011,24834,-73.94020105,40.59168401,AVENUE Y,NOSTRAND AVENUE
1200,1,1200,1,1,0,0,2011,47326,-73.89893339,40.82106817,EAST 163 STREET,REV JAMES POLITE AVENUE
1201,1,1201,1,1,0,0,2011,50223,-73.85134172,40.73631642,62 ROAD,108 STREET
1202,1,1202,1,1,0,0,2011,43750,-73.92960287,40.85247606,AUDUBON AVENUE,WEST 187 STREET
1203,1,1203,1,1,0,0,2011,59083,-73.76446952,40.71889039,HILLSIDE AVENUE,198 STREET
1204,1,1204,1,0,0,1,2011,25123,-73.92721649,40.58478343,BELT PARKWAY EXIT 9 WESTBOUND,SHORE PARKWAY
1205,1,1205,1,1,0,0,2011,27275,-73.90915701,40.67465326,EASTERN PARKWAY,DEAN STREET
1206,1,1206,1,0,0,1,2011,52835,-73.85016536,40.83435549,WESTCHESTER AVENUE,GLEBE AVENUE
1207,1,1207,1,0,0,1,2011,21227,-73.99738722,40.76212525,11 AVENUE,WEST 44 STREET
1208,1,1208,1,1,0,0,2011,31791,-73.8469177,40.68592274,97 AVENUE,WOODHAVEN BOULEVARD
1209,1,1209,1,0,0,1,2011,37931,-73.76089119,40.60138045,BEACH CHANNEL DRIVE,DICKENS STREET
1210,1,1210,1,1,0,0,2011,20222,-74.00791206,40.72369977,HOLLAND TUNNEL APPROACH,CANAL STREET
1211,1,1211,1,0,0,1,2011,8236,-74.09722073,40.59536515,RICHMOND ROAD,BURGHER AVENUE
1212,1,1212,1,0,0,1,2011,49787,-73.87036853,40.73349743,QUEENS BOULEVARD,WOODHAVEN BOULEVARD
1213,1,1213,1,1,0,0,2011,48828,-73.89405733,40.86234997,EAST KINGSBRIDGE ROAD,EAST FORDHAM ROAD
1214,1,1214,1,1,0,0,2011,22810,-73.96341112,40.75763731,1 AVENUE,EAST 56 STREET
1215,1,1215,1,1,0,0,2011,14536,-74.00397813,40.68237702,COLUMBIA STREET,SUMMIT STREET
1216,1,1216,1,1,0,0,2011,39435,-73.73178097,40.6737992,242 STREET,MERRICK BOULEVARD
1217,1,1217,1,1,0,0,2011,32534,-73.85091563,40.71047122,METROPOLITAN AVENUE,71 AVENUE
1218,1,1218,1,1,0,0,2011,21190,-74.00084827,40.74714677,9 AVENUE,WEST 24 STREET
1219,1,1219,1,0,0,1,2011,57999,-73.82438478,40.87369677,BELLAMY LOOP,CO-OP CITY BOULEVARD
1220,1,1220,1,1,0,0,2011,55574,-73.82426494,40.75183289,COLDEN STREET,ELDER AVENUE
1221,1,1221,1,0,1,0,2011,20673,-73.99289578,40.71997215,DELANCEY STREET,CHRYSTIE STREET
1222,1,1222,2,0,0,2,2011,45386,-73.89960578,40.74089484,BROOKLYN QUEENS EP ET 39 W WB,65 PLACE
1223,1,1223,1,1,0,0,2011,23885,-73.9678738,40.8013517,BROADWAY,WEST 106 STREET
1224,1,1224,1,1,0,0,2011,13858,-74.00928151,40.64265634,6 AVENUE,52 STREET
1225,1,1225,1,1,0,0,2011,25688,-73.92766031,40.62621108,FLATLANDS AVENUE,UTICA AVENUE
1226,1,1226,1,1,0,0,2011,27475,-73.93522264,40.69698654,BROADWAY,JEFFERSON STREET
1227,1,1227,1,1,0,0,2011,19505,-73.9613628,40.70699694,ROEBLING STREET,LEE AVENUE
1228,1,1228,1,0,0,1,2011,53116,-73.84240099,40.84034851,EAST TREMONT AVENUE,WESTCHESTER AVENUE
1229,1,1229,1,0,0,1,2011,41608,-73.92724677,40.75967092,34 AVENUE,31 STREET
1230,1,1230,1,0,0,1,2011,25714,-73.92249751,40.60980908,FLATBUSH AVENUE,AVENUE U
1231,1,1231,1,1,0,0,2011,19272,-73.96910363,40.68946752,DEKALB AVENUE,VANDERBILT AVENUE
1232,1,1232,2,2,0,0,2011,43647,-73.92875621,40.82918584,MACOMBS DAM BRIDGE,EAST 161 STREET
1233,1,1233,1,0,0,1,2011,52700,-73.85686326,40.84352969,BRONXDALE AVENUE,PIERCE AVENUE
1234,1,1234,1,1,0,0,2011,42535,-73.93537356,40.80016245,2 AVENUE,EAST 121 STREET
1235,1,1235,1,1,0,0,2011,17939,-73.97437539,40.64327412,OCEAN PARKWAY,BEVERLY ROAD
1236,1,1236,1,0,0,1,2011,19937,-73.94665671,40.70775319,MESEROLE STREET,LEONARD STREET
1237,1,1237,1,0,0,1,2011,39368,-73.73459486,40.67219943,BROOKVILLE BOULEVARD,135 AVENUE
1238,1,1238,1,0,1,0,2011,13750,-73.98186818,40.61691213,21 AVENUE,62 STREET
1239,1,1239,1,1,0,0,2011,16999,-73.95381242,40.59534269,GRAVESEND NECK ROAD,EAST 17 STREET
1240,1,1240,1,1,0,0,2011,49571,-73.88569486,40.88068726,MOSHOLU PARKWAY,PAUL AVENUE
1241,1,1241,1,1,0,0,2011,27746,-73.92227094,40.69644243,HARMAN STREET,CENTRAL AVENUE
1242,1,1242,1,1,0,0,2011,16712,-73.96453041,40.60024169,AVENUE T,EAST 7 STREET
1243,1,1243,1,1,0,0,2011,20933,-73.98363145,40.73816525,EAST 22 STREET,3 AVENUE
1244,1,1244,1,0,0,1,2011,34901,-73.8146049,40.69951285,91 AVENUE,VAN WYCK EXPRESSWAY SR EAST
1245,1,1245,1,1,0,0,2011,12688,-74.00617188,40.60388656,18 AVENUE,BATH AVENUE
1246,1,1246,1,1,0,0,2011,46109,-73.87159547,40.73118296,WETHEROLE STREET,WOODHAVEN BOULEVARD
1247,1,1247,1,1,0,0,2011,12835,-73.99559321,40.60023222,BAY PARKWAY,BENSON AVENUE
1248,1,1248,1,0,0,1,2011,26395,-73.9189301,40.64058502,EAST 80 STREET,FOSTER AVENUE
1249,1,1249,1,0,1,0,2011,29480,-73.88578677,40.66065578,LINDEN BOULEVARD,VAN SICLEN AVENUE
1250,1,1250,1,1,0,0,2011,20770,-73.98820174,40.71855568,DELANCEY STREET,ESSEX STREET
1251,1,1251,2,2,0,0,2011,31352,-73.86630264,40.68318669,ATLANTIC AVENUE,ELDERT LANE
1252,1,1252,1,1,0,0,2011,27732,-73.92223097,40.69182299,GROVE STREET,BUSHWICK AVENUE
1253,1,1253,1,0,0,1,2011,9560,-74.09243688,40.64408248,FILLMORE STREET,FRANKLIN AVENUE
1254,1,1254,1,1,0,0,2011,14010,-74.00099519,40.65406723,5 AVENUE,34 STREET
1255,1,1255,1,0,0,1,2011,61224,-73.74558769,40.71597111,HEMPSTEAD AVENUE,JAMAICA AVENUE
1256,1,1256,1,1,0,0,2011,43222,-73.91024742,40.80105276,WALNUT AVENUE,EAST 135 STREET
1257,1,1257,1,0,1,0,2011,43377,-73.93977869,40.84720975,WEST 176 STREET,FT WASHINGTON AVENUE
